Name,Server,EDBFilePath,LogFolderPath,DeletedItemRetention,GC,OAB,RetainDeletedItemsUntilBackup,IndexEnabled,CircularLoggingEnabled,ProhibitSendReceiveQuota,ProhibitSendQuota,IssueWarningQuota,AllowFileRestore,BackgroundDatabaseMaintenance,IsExcludedFromProvisioning,IsSuspendedFromProvisioning,MailboxRetention,MountAtStartup,EventHistoryRetentionPeriod,AutoDagExcludeFromMonitoring,CalendarLoggingQuota,IsExcludedFromInitialProvisioning,DataMoveReplicationConstraint,RecoverableItemsQuota,RecoverableItemsWarningQuota
"DAG1-DB185","msx-tp05","C:\ExchangeDatabases\DAG1-DB185\DAG1-DB185.db\DAG1-DB185.edb","C:\ExchangeDatabases\DAG1-DB185\DAG1-DB185.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB186","msx-tp06","C:\ExchangeDatabases\DAG1-DB186\DAG1-DB186.db\DAG1-DB186.edb","C:\ExchangeDatabases\DAG1-DB186\DAG1-DB186.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB187","msx-mh01","C:\ExchangeDatabases\DAG1-DB187\DAG1-DB187.db\DAG1-DB187.edb","C:\ExchangeDatabases\DAG1-DB187\DAG1-DB187.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB188","msx-mh02","C:\ExchangeDatabases\DAG1-DB188\DAG1-DB188.db\DAG1-DB188.edb","C:\ExchangeDatabases\DAG1-DB188\DAG1-DB188.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB189","msx-mh03","C:\ExchangeDatabases\DAG1-DB189\DAG1-DB189.db\DAG1-DB189.edb","C:\ExchangeDatabases\DAG1-DB189\DAG1-DB189.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB190","msx-mh04","C:\ExchangeDatabases\DAG1-DB190\DAG1-DB190.db\DAG1-DB190.edb","C:\ExchangeDatabases\DAG1-DB190\DAG1-DB190.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB191","msx-mh05","C:\ExchangeDatabases\DAG1-DB191\DAG1-DB191.db\DAG1-DB191.edb","C:\ExchangeDatabases\DAG1-DB191\DAG1-DB191.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB192","msx-mh06","C:\ExchangeDatabases\DAG1-DB192\DAG1-DB192.db\DAG1-DB192.edb","C:\ExchangeDatabases\DAG1-DB192\DAG1-DB192.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB193","msx-tp01","C:\ExchangeDatabases\DAG1-DB193\DAG1-DB193.db\DAG1-DB193.edb","C:\ExchangeDatabases\DAG1-DB193\DAG1-DB193.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB194","msx-tp02","C:\ExchangeDatabases\DAG1-DB194\DAG1-DB194.db\DAG1-DB194.edb","C:\ExchangeDatabases\DAG1-DB194\DAG1-DB194.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB195","msx-tp03","C:\ExchangeDatabases\DAG1-DB195\DAG1-DB195.db\DAG1-DB195.edb","C:\ExchangeDatabases\DAG1-DB195\DAG1-DB195.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB196","msx-tp04","C:\ExchangeDatabases\DAG1-DB196\DAG1-DB196.db\DAG1-DB196.edb","C:\ExchangeDatabases\DAG1-DB196\DAG1-DB196.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB197","msx-tp05","C:\ExchangeDatabases\DAG1-DB197\DAG1-DB197.db\DAG1-DB197.edb","C:\ExchangeDatabases\DAG1-DB197\DAG1-DB197.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB198","msx-tp06","C:\ExchangeDatabases\DAG1-DB198\DAG1-DB198.db\DAG1-DB198.edb","C:\ExchangeDatabases\DAG1-DB198\DAG1-DB198.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB199","msx-mh01","C:\ExchangeDatabases\DAG1-DB199\DAG1-DB199.db\DAG1-DB199.edb","C:\ExchangeDatabases\DAG1-DB199\DAG1-DB199.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB200","msx-mh02","C:\ExchangeDatabases\DAG1-DB200\DAG1-DB200.db\DAG1-DB200.edb","C:\ExchangeDatabases\DAG1-DB200\DAG1-DB200.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB201","msx-mh03","C:\ExchangeDatabases\DAG1-DB201\DAG1-DB201.db\DAG1-DB201.edb","C:\ExchangeDatabases\DAG1-DB201\DAG1-DB201.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB202","msx-mh04","C:\ExchangeDatabases\DAG1-DB202\DAG1-DB202.db\DAG1-DB202.edb","C:\ExchangeDatabases\DAG1-DB202\DAG1-DB202.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB203","msx-mh05","C:\ExchangeDatabases\DAG1-DB203\DAG1-DB203.db\DAG1-DB203.edb","C:\ExchangeDatabases\DAG1-DB203\DAG1-DB203.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB204","msx-mh06","C:\ExchangeDatabases\DAG1-DB204\DAG1-DB204.db\DAG1-DB204.edb","C:\ExchangeDatabases\DAG1-DB204\DAG1-DB204.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB205","msx-tp01","C:\ExchangeDatabases\DAG1-DB205\DAG1-DB205.db\DAG1-DB205.edb","C:\ExchangeDatabases\DAG1-DB205\DAG1-DB205.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB206","msx-tp02","C:\ExchangeDatabases\DAG1-DB206\DAG1-DB206.db\DAG1-DB206.edb","C:\ExchangeDatabases\DAG1-DB206\DAG1-DB206.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB207","msx-tp03","C:\ExchangeDatabases\DAG1-DB207\DAG1-DB207.db\DAG1-DB207.edb","C:\ExchangeDatabases\DAG1-DB207\DAG1-DB207.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB208","msx-tp04","C:\ExchangeDatabases\DAG1-DB208\DAG1-DB208.db\DAG1-DB208.edb","C:\ExchangeDatabases\DAG1-DB208\DAG1-DB208.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB209","msx-tp05","C:\ExchangeDatabases\DAG1-DB209\DAG1-DB209.db\DAG1-DB209.edb","C:\ExchangeDatabases\DAG1-DB209\DAG1-DB209.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB210","msx-tp06","C:\ExchangeDatabases\DAG1-DB210\DAG1-DB210.db\DAG1-DB210.edb","C:\ExchangeDatabases\DAG1-DB210\DAG1-DB210.log","60.00:00:00","cdc-tp01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB211","msx-mh01","C:\ExchangeDatabases\DAG1-DB211\DAG1-DB211.db\DAG1-DB211.edb","C:\ExchangeDatabases\DAG1-DB211\DAG1-DB211.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB212","msx-mh02","C:\ExchangeDatabases\DAG1-DB212\DAG1-DB212.db\DAG1-DB212.edb","C:\ExchangeDatabases\DAG1-DB212\DAG1-DB212.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB213","msx-mh03","C:\ExchangeDatabases\DAG1-DB213\DAG1-DB213.db\DAG1-DB213.edb","C:\ExchangeDatabases\DAG1-DB213\DAG1-DB213.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB214","msx-mh04","C:\ExchangeDatabases\DAG1-DB214\DAG1-DB214.db\DAG1-DB214.edb","C:\ExchangeDatabases\DAG1-DB214\DAG1-DB214.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB215","msx-mh05","C:\ExchangeDatabases\DAG1-DB215\DAG1-DB215.db\DAG1-DB215.edb","C:\ExchangeDatabases\DAG1-DB215\DAG1-DB215.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
"DAG1-DB216","msx-mh06","C:\ExchangeDatabases\DAG1-DB216\DAG1-DB216.db\DAG1-DB216.edb","C:\ExchangeDatabases\DAG1-DB216\DAG1-DB216.log","60.00:00:00","cdc-mh01.campus.ad.uvm.edu","\Default Offline Address Book","FALSE","True","TRUE","53760 MB","51200 MB","48640 MB","True","True","False","False","60.00:00:00","True","7.00:00:00","False","1GB","False","SecondDatacenter","60","40"
